2.0340468974,-0.749999788,1.08656074674E-05,-0.0001787826,4.49696293796E-05,-1.12228932451E-06,-6.15906373311E-06,-0.1163035695,-0.1738569654,-0.0002461742,0.0026362663,-0.0067193599,0.3144673046,2,0.0221590199,4.4868061155,0.218779,-1.37992718258E-12,0.073682,0.2564057509,0.012572023,0.0736786429,2128000000
1.8050992938,-0.7499997734,1.10484771868E-05,-0.0001783979,4.57088764593E-05,-1.15175482512E-06,-6.28226810763E-06,0.2120806888,-0.0575812399,-0.0002467561,0.0002666036,-0.0072151257,-0.0167948939,1,0.0112474031,0.9733340787,0.167902,3.5016526295E-12,0.095957,0.5576215195,0.0005689437,0.0959556407,654000000
1.8745282789,-0.7499999878,1.37615910127E-08,-0.00005818,4.91200691405E-08,-3.45016499201E-08,-8.33513814374E-09,-0.1606445273,-0.0903855528,-0.0002467523,0.0005962387,-0.0071934594,0.0290285897,2,0.187564971,5.4828125913,0.468249,-2.51211786721E-12,0.13615,0.4981262281,0.0008158285,0.1361391281,1096000000
1.9134409323,-0.7499998865,3.12287921418E-06,-0.0001374799,1.40406275738E-05,-4.41082566273E-07,-1.98091799944E-06,0.0507544206,-0.1036245778,-0.000247079,0.0016407949,-0.0070299783,0.1753784252,0,0.0132934602,3.7597537759,0.146955,0,0.146955,0.834663586,0.0729928333,0.1470994475,3284000000
1.9304907566,-0.7499492619,4.32583269178E-05,-0.0002616056,0.0002752801,-0.0002523656,-3.20644997052E-05,0.1608180976,-0.1361832983,-0.0002470024,-0.0026289809,-0.0067196214,-0.4134208904,0,0.671372917,3.5932533572,0.543198,0,0.543198,1.4582562309,0.0704581304,0.5430446095,2891000000
2.1749163761,-0.7499579295,4.12488530172E-05,-0.0002573965,0.0002455486,-0.0001984413,-0.000029899,-0.0202039997,-0.194433821,-0.0002471946,0.0020078793,-0.0069299934,0.2263514252,1,0.0259028647,4.351759216,0.257935,-2.02536980316E-17,0.1053145,0.3701150825,0.0325175903,0.1053145,6000000
2.032996666,-0.7499998875,3.6443552712E-06,-0.0001374214,1.484559851E-05,-4.41677821892E-07,-2.07367657952E-06,0.232102935,-0.1192528166,-0.0002469323,0.0002050739,-0.0072108869,-0.0250178598,1,0.0525271498,0.8113016191,0.081441014,0.000001163,0.3324368506,0.4680450533,0.0049974977,0.3324347331,2854000000
2.0915224584,-0.7499679115,3.92965152791E-05,-0.000254859,0.0002120243,-0.000144884,-2.67186427149E-05,0.1218217558,-0.0999351386,-0.0002468324,-0.0030966574,-0.0065237769,-0.476659967,0,0.161917725,5.6808140529,0.338118,0,0.3381179999,1.1232049225,0.0911242461,0.338067217,3451000000
2.1737088531,-0.7499800852,3.44745354779E-05,-0.0002503529,0.0001744373,-8.70696778324E-05,-2.26036945102E-05,0.1479694847,-0.1835064995,-0.000247381,0.0007884627,-0.0071693164,0.0563288762,1,0.0433238762,1.47882783,0.255962,8.71125964676E-13,0.067947,0.5904363571,0.0338315691,0.067947,10000000
1.8998528372,-0.7499995942,2.20936008424E-05,-0.000219419,9.28129370938E-05,-2.25346104561E-06,-1.26202235279E-05,0.0828227008,-0.1343261896,-0.0002476823,-0.0036023912,-0.0062517848,-0.5448038118,0,0.4774041841,7.5752322998,0.484841,0,0.4848409999,1.1376630404,0.0579157295,0.4847045262,2546000000
