2,-0.749999788,1.08656074674E-05,2.0340468974,0.0221590199,4.4868061155,0.218779,-1.37992718258E-12,0.2564057509,0.012572023
1,-0.7499997734,1.10484771868E-05,1.8050992938,0.0112474031,0.9733340787,0.167902,3.5016526295E-12,0.5576215195,0.0005689437
2,-0.7499999878,1.37615910127E-08,1.8745282789,0.187564971,5.4828125913,0.468249,-2.51211786721E-12,0.4981262281,0.0008158285
0,-0.7499998865,3.12287921418E-06,1.9134409323,0.0132934602,3.7597537759,0.146955,0,0.834663586,0.0729928333
0,-0.7499492619,4.32583269178E-05,1.9304907566,0.671372917,3.5932533572,0.543198,0,1.4582562309,0.0704581304
1,-0.7499579295,4.12488530172E-05,2.1749163761,0.0259028647,4.351759216,0.257935,-2.02536980316E-17,0.3701150825,0.0325175903
1,-0.7499998875,3.6443552712E-06,2.032996666,0.0525271498,0.8113016191,0.081441014,0.000001163,0.4680450533,0.0049974977
0,-0.7499679115,3.92965152791E-05,2.0915224584,0.161917725,5.6808140529,0.338118,0,1.1232049225,0.0911242461
1,-0.7499800852,3.44745354779E-05,2.1737088531,0.0433238762,1.47882783,0.255962,8.71125964676E-13,0.5904363571,0.0338315691
0,-0.7499995942,2.20936008424E-05,1.8998528372,0.4774041841,7.5752322998,0.484841,0,1.1376630404,0.0579157295
1,-0.7499799069,3.39354838143E-05,1.9529568946,0.0152028326,5.3766800311,0.09365,-9.75271629522E-12,0.1425418857,-0.0032932565
0,-0.7499429535,3.90647278696E-05,2.1343807977,1.4010496598,7.9693168313,0.694153,0,1.2994754258,0.087366961
0,-0.7499576983,4.14663720799E-05,1.8420452427,0.3181631572,2.7050683131,0.4235,0,1.4387236794,0.0690679853
2,-0.7499997543,0.000010121,1.888583409,0.3446719932,6.6612455732,0.652074,-1.08125510632E-12,0.675859479,0.0004423784
0,-0.7499580421,3.64540583028E-05,2.1581787605,0.1590955485,8.3999620171,0.336142,0,0.9116216026,0.1642247978
2,-0.7499498023,4.69853266531E-05,2.0594657838,0.7920002154,4.3333257811,0.661393,-7.1831956619E-12,0.7754418925,0.0326570537
0,-0.7499999119,2.85939221886E-06,2.1536692562,0.0180280805,0.5683937639,0.162662,0,0.9712200483,-0.1272762899
2,-0.7499388055,3.97012492199E-05,2.1972749601,0.1045648916,7.6632240853,0.524547,-9.25042740584E-13,0.5427318682,0.0005233329
2,-0.749992056,3.15017701595E-05,1.9725462203,0.1413369017,4.9811458532,0.578677,-7.25206553566E-13,0.6222608443,0.0145110512
1,-0.7499997548,1.04394287053E-05,1.8858386759,0.0235834491,1.1183607528,0.2878821884,3.36465293116E-08,0.6110040415,0.030046169
2,-0.7499347375,3.61885505491E-05,1.9843854532,0.6139281136,1.5278265758,0.6890321386,-1.138626251E-06,0.9888998578,0.0359435824
2,-0.7499383901,3.79225644514E-05,2.1700651024,0.3119948082,4.0684445123,0.424225,-1.18398733733E-11,0.5223481808,0.0264831643
0,-0.7499997655,1.02017153041E-05,2.1775183426,0.6708775492,0.6973734774,0.543065,0,2.0884519077,0.0015956836
1,-0.7499438154,4.06007938349E-05,1.9861048958,0.1373836397,6.2630539689,0.1821161162,-1.67376412813E-07,0.357227044,0.0364385666
0,-0.7499578591,4.36289159084E-05,2.0383063124,0.3770720703,8.8094482594,0.448173,0,1.109143513,0.1019348622
1,-0.7499998994,0.000003509,1.9483014126,0.0230459308,4.712428226,0.0546879453,9.72732713488E-09,0.1329266117,0.0040657075
2,-0.749999602,0.000022677,2.009154972,0.5362650563,0.8793501313,0.519945,-8.16871923961E-12,0.9367261333,0.076274795
1,-0.7499919929,3.07753985695E-05,2.1191186851,0.0834696018,3.2791275037,0.248945,5.94228405604E-12,0.4910606144,0.0054315082
2,-0.7499999894,3.4844453342E-09,2.0545410117,0.3882469907,8.6116908123,0.653078,-1.13955924033E-12,0.6782339173,0.0133640532
1,-0.7499996206,1.81647468183E-05,1.96743131,0.0117711933,4.200911856,0.0544723196,1.7292734377E-06,0.1403071345,0.0016546201
2,-0.7499998941,3.36917412269E-06,2.040935849,0.3170515445,8.1363568267,0.577789,-1.6820196357E-12,0.5964237785,0.0006426381
1,-0.7499681811,3.85526237723E-05,2.106129759,0.0333783029,6.9484165678,0.1484977613,-3.9400178821E-11,0.1952585347,-0.0036553484
0,-0.7499997594,1.06047577334E-05,2.143163946,0.2265432085,3.986588272,0.37817,0,1.2050118113,0.1818054883
